#Constrained by relation between 12+log(O/H) and log(U)
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 NV_1239         	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 NeIII_3869      	 OIII_4363       	 OIII_5007      
7.1000000 	 0.4750000 	 -1.5000000 	 2.9959000 	 1.0182000 	 3.3899000 	 3.2570000 	 0.0563000 	 1.3526000 	 0.0172000 	 0.0141000 	 0.3337000
7.1000000 	 0.4750000 	 -1.2500000 	 2.6122000 	 0.9784000 	 2.4366000 	 3.2403000 	 0.0329000 	 0.7987000 	 0.0106000 	 0.0082000 	 0.1955000
7.1000000 	 0.4750000 	 -1.0000000 	 2.4616000 	 0.8030000 	 1.6593000 	 3.0877000 	 0.0185000 	 0.4634000 	 0.0066000 	 0.0046000 	 0.1099000
7.1000000 	 0.4750000 	 -0.7500000 	 1.6214000 	 0.8072000 	 1.4221000 	 2.8144000 	 0.0333000 	 0.3157000 	 0.0038000 	 0.0058000 	 0.0880000
7.1000000 	 0.4750000 	 -0.5000000 	 1.1101000 	 0.7743000 	 1.0602000 	 2.6573000 	 0.0463000 	 0.2737000 	 0.0037000 	 0.0074000 	 0.0928000
7.1000000 	 0.6000000 	 -4.0000000 	 37.4470000 	 0.0000000 	 0.0000000 	 0.9054000 	 0.0000000 	 0.2110000 	 0.0250000 	 0.0000000 	 0.0400000
7.1000000 	 0.6000000 	 -3.7500000 	 37.3929000 	 0.0000000 	 0.0056000 	 1.3279000 	 0.0021000 	 0.4117000 	 0.0324000 	 0.0016000 	 0.1171000
7.1000000 	 0.6000000 	 -3.5000000 	 33.5174000 	 0.0000000 	 0.0294000 	 1.7048000 	 0.0101000 	 0.7657000 	 0.0407000 	 0.0050000 	 0.2995000
7.1000000 	 0.6000000 	 -3.2500000 	 23.7398000 	 0.0000000 	 0.1412000 	 2.0119000 	 0.0274000 	 1.3858000 	 0.0503000 	 0.0118000 	 0.5849000
7.1000000 	 0.6000000 	 -3.0000000 	 15.0260000 	 0.0041000 	 0.5278000 	 2.1598000 	 0.0508000 	 2.2079000 	 0.0573000 	 0.0192000 	 0.8042000
7.1000000 	 0.6000000 	 -2.7500000 	 9.9068000 	 0.0219000 	 1.4855000 	 2.3019000 	 0.0763000 	 3.1561000 	 0.0594000 	 0.0259000 	 0.9280000
7.1000000 	 0.6000000 	 -2.5000000 	 7.4259000 	 0.0857000 	 2.9420000 	 2.4720000 	 0.0973000 	 3.9024000 	 0.0552000 	 0.0300000 	 0.9444000
7.1000000 	 0.6000000 	 -2.2500000 	 5.1840000 	 0.2626000 	 4.3173000 	 2.7048000 	 0.1087000 	 4.1371000 	 0.0473000 	 0.0310000 	 0.8721000
7.1000000 	 0.6000000 	 -2.0000000 	 4.4506000 	 0.6035000 	 4.9920000 	 2.9610000 	 0.1037000 	 3.6847000 	 0.0372000 	 0.0277000 	 0.7185000
7.1000000 	 0.6000000 	 -1.7500000 	 3.4608000 	 1.0163000 	 4.8010000 	 3.1948000 	 0.0832000 	 2.7705000 	 0.0266000 	 0.0213000 	 0.5236000
7.1000000 	 0.6000000 	 -1.5000000 	 3.0745000 	 1.2542000 	 3.8990000 	 3.3031000 	 0.0554000 	 1.7908000 	 0.0174000 	 0.0140000 	 0.3353000
7.1000000 	 0.6000000 	 -1.2500000 	 2.6677000 	 1.2111000 	 2.8373000 	 3.2754000 	 0.0325000 	 1.0644000 	 0.0108000 	 0.0082000 	 0.1964000
7.1000000 	 0.6000000 	 -1.0000000 	 2.4140000 	 0.9994000 	 1.9645000 	 3.1095000 	 0.0184000 	 0.6203000 	 0.0067000 	 0.0046000 	 0.1106000
7.1000000 	 0.6000000 	 -0.7500000 	 1.6666000 	 1.0024000 	 1.7671000 	 2.8174000 	 0.0293000 	 0.4154000 	 0.0038000 	 0.0053000 	 0.0830000
7.1000000 	 0.6000000 	 -0.5000000 	 1.1154000 	 1.0244000 	 1.3691000 	 2.6551000 	 0.0452000 	 0.3634000 	 0.0037000 	 0.0073000 	 0.0914000
7.2000000 	 -1.4000000 	 -4.0000000 	 38.0823000 	 0.0000000 	 0.0000000 	 0.9013000 	 0.0000000 	 0.0028000 	 0.0319000 	 0.0000000 	 0.0512000
7.2000000 	 -1.4000000 	 -3.7500000 	 38.4418000 	 0.0000000 	 0.0000000 	 1.3200000 	 0.0027000 	 0.0053000 	 0.0414000 	 0.0021000 	 0.1477000
7.2000000 	 -1.4000000 	 -3.5000000 	 34.0281000 	 0.0000000 	 0.0000000 	 1.7113000 	 0.0135000 	 0.0101000 	 0.0524000 	 0.0066000 	 0.3890000
7.2000000 	 -1.4000000 	 -3.2500000 	 24.2568000 	 0.0000000 	 0.0014000 	 1.9951000 	 0.0362000 	 0.0181000 	 0.0642000 	 0.0153000 	 0.7444000
7.2000000 	 -1.4000000 	 -3.0000000 	 15.0756000 	 0.0000000 	 0.0085000 	 2.1392000 	 0.0684000 	 0.0294000 	 0.0735000 	 0.0254000 	 1.0310000
7.2000000 	 -1.4000000 	 -2.7500000 	 9.8533000 	 0.0000000 	 0.0256000 	 2.2553000 	 0.1052000 	 0.0429000 	 0.0763000 	 0.0346000 	 1.1897000
7.2000000 	 -1.4000000 	 -2.5000000 	 7.0767000 	 0.0011000 	 0.0568000 	 2.3789000 	 0.1372000 	 0.0542000 	 0.0704000 	 0.0406000 	 1.2032000
7.2000000 	 -1.4000000 	 -2.2500000 	 4.9224000 	 0.0055000 	 0.0955000 	 2.5543000 	 0.1555000 	 0.0575000 	 0.0592000 	 0.0419000 	 1.1007000
7.2000000 	 -1.4000000 	 -2.0000000 	 3.9639000 	 0.0125000 	 0.1220000 	 2.7638000 	 0.1481000 	 0.0494000 	 0.0456000 	 0.0374000 	 0.8987000
7.2000000 	 -1.4000000 	 -1.7500000 	 3.1367000 	 0.0203000 	 0.1208000 	 2.9678000 	 0.1163000 	 0.0348000 	 0.0321000 	 0.0283000 	 0.6496000
7.2000000 	 -1.4000000 	 -1.5000000 	 2.8637000 	 0.0240000 	 0.0968000 	 3.1041000 	 0.0758000 	 0.0212000 	 0.0210000 	 0.0183000 	 0.4156000
7.2000000 	 -1.4000000 	 -1.2500000 	 2.5454000 	 0.0222000 	 0.0673000 	 3.1346000 	 0.0439000 	 0.0122000 	 0.0131000 	 0.0106000 	 0.2436000
7.2000000 	 -1.4000000 	 -1.0000000 	 2.3205000 	 0.0174000 	 0.0424000 	 3.0298000 	 0.0248000 	 0.0070000 	 0.0080000 	 0.0059000 	 0.1363000
7.2000000 	 -1.4000000 	 -0.7500000 	 1.2422000 	 0.0160000 	 0.0295000 	 2.7563000 	 0.0665000 	 0.0056000 	 0.0052000 	 0.0110000 	 0.1470000
7.2000000 	 -1.4000000 	 -0.5000000 	 0.9326000 	 0.0129000 	 0.0201000 	 2.6398000 	 0.0653000 	 0.0048000 	 0.0051000 	 0.0104000 	 0.1275000
7.2000000 	 -1.2750000 	 -4.0000000 	 38.0780000 	 0.0000000 	 0.0000000 	 0.9013000 	 0.0000000 	 0.0037000 	 0.0319000 	 0.0000000 	 0.0512000
7.2000000 	 -1.2750000 	 -3.7500000 	 38.4557000 	 0.0000000 	 0.0000000 	 1.3194000 	 0.0027000 	 0.0071000 	 0.0414000 	 0.0021000 	 0.1474000
7.2000000 	 -1.2750000 	 -3.5000000 	 34.0350000 	 0.0000000 	 0.0000000 	 1.7110000 	 0.0135000 	 0.0135000 	 0.0524000 	 0.0066000 	 0.3888000
7.2000000 	 -1.2750000 	 -3.2500000 	 24.2383000 	 0.0000000 	 0.0019000 	 1.9939000 	 0.0361000 	 0.0241000 	 0.0642000 	 0.0153000 	 0.7437000
7.2000000 	 -1.2750000 	 -3.0000000 	 15.0576000 	 0.0000000 	 0.0112000 	 2.1399000 	 0.0684000 	 0.0391000 	 0.0735000 	 0.0254000 	 1.0311000
7.2000000 	 -1.2750000 	 -2.7500000 	 9.7864000 	 0.0000000 	 0.0337000 	 2.2580000 	 0.1052000 	 0.0573000 	 0.0763000 	 0.0346000 	 1.1908000
7.2000000 	 -1.2750000 	 -2.5000000 	 6.8086000 	 0.0015000 	 0.0749000 	 2.3889000 	 0.1378000 	 0.0726000 	 0.0705000 	 0.0407000 	 1.2081000
7.2000000 	 -1.2750000 	 -2.2500000 	 4.9225000 	 0.0072000 	 0.1255000 	 2.5554000 	 0.1553000 	 0.0765000 	 0.0592000 	 0.0419000 	 1.1006000
7.2000000 	 -1.2750000 	 -2.0000000 	 3.9313000 	 0.0165000 	 0.1603000 	 2.7640000 	 0.1480000 	 0.0657000 	 0.0456000 	 0.0374000 	 0.8988000
7.2000000 	 -1.2750000 	 -1.7500000 	 3.0734000 	 0.0266000 	 0.1586000 	 2.9693000 	 0.1163000 	 0.0464000 	 0.0321000 	 0.0283000 	 0.6496000
7.2000000 	 -1.2750000 	 -1.5000000 	 2.8065000 	 0.0315000 	 0.1271000 	 3.1068000 	 0.0758000 	 0.0283000 	 0.0210000 	 0.0183000 	 0.4158000
7.2000000 	 -1.2750000 	 -1.2500000 	 2.5323000 	 0.0293000 	 0.0881000 	 3.1357000 	 0.0438000 	 0.0162000 	 0.0131000 	 0.0106000 	 0.2436000
7.2000000 	 -1.2750000 	 -1.0000000 	 2.2764000 	 0.0230000 	 0.0556000 	 3.0307000 	 0.0248000 	 0.0094000 	 0.0080000 	 0.0059000 	 0.1363000
7.2000000 	 -1.2750000 	 -0.7500000 	 1.2238000 	 0.0211000 	 0.0389000 	 2.7601000 	 0.0657000 	 0.0075000 	 0.0052000 	 0.0109000 	 0.1458000
7.2000000 	 -1.2750000 	 -0.5000000 	 0.9261000 	 0.0173000 	 0.0267000 	 2.6391000 	 0.0656000 	 0.0064000 	 0.0051000 	 0.0104000 	 0.1278000
7.2000000 	 -1.1500000 	 -4.0000000 	 38.0671000 	 0.0000000 	 0.0000000 	 0.9010000 	 0.0000000 	 0.0049000 	 0.0319000 	 0.0000000 	 0.0511000
7.2000000 	 -1.1500000 	 -3.7500000 	 38.4437000 	 0.0000000 	 0.0000000 	 1.3195000 	 0.0027000 	 0.0095000 	 0.0414000 	 0.0021000 	 0.1475000
7.2000000 	 -1.1500000 	 -3.5000000 	 34.0329000 	 0.0000000 	 0.0000000 	 1.7109000 	 0.0135000 	 0.0180000 	 0.0523000 	 0.0066000 	 0.3887000
7.2000000 	 -1.1500000 	 -3.2500000 	 24.2453000 	 0.0000000 	 0.0038000 	 1.9947000 	 0.0362000 	 0.0322000 	 0.0642000 	 0.0153000 	 0.7441000
7.2000000 	 -1.1500000 	 -3.0000000 	 15.0528000 	 0.0000000 	 0.0148000 	 2.1403000 	 0.0684000 	 0.0522000 	 0.0735000 	 0.0254000 	 1.0312000
7.2000000 	 -1.1500000 	 -2.7500000 	 9.8502000 	 0.0000000 	 0.0443000 	 2.2561000 	 0.1051000 	 0.0763000 	 0.0763000 	 0.0346000 	 1.1897000
7.2000000 	 -1.1500000 	 -2.5000000 	 6.8128000 	 0.0030000 	 0.0984000 	 2.3889000 	 0.1378000 	 0.0968000 	 0.0705000 	 0.0407000 	 1.2081000
7.2000000 	 -1.1500000 	 -2.2500000 	 4.8871000 	 0.0094000 	 0.1653000 	 2.5583000 	 0.1553000 	 0.1021000 	 0.0592000 	 0.0419000 	 1.1017000
7.2000000 	 -1.1500000 	 -2.0000000 	 3.7891000 	 0.0216000 	 0.2111000 	 2.7680000 	 0.1480000 	 0.0877000 	 0.0456000 	 0.0374000 	 0.8996000
7.2000000 	 -1.1500000 	 -1.7500000 	 3.1645000 	 0.0348000 	 0.2084000 	 2.9693000 	 0.1162000 	 0.0619000 	 0.0322000 	 0.0283000 	 0.6495000
7.2000000 	 -1.1500000 	 -1.5000000 	 2.8079000 	 0.0412000 	 0.1669000 	 3.1080000 	 0.0758000 	 0.0378000 	 0.0210000 	 0.0183000 	 0.4159000
7.2000000 	 -1.1500000 	 -1.2500000 	 2.5278000 	 0.0385000 	 0.1156000 	 3.1365000 	 0.0437000 	 0.0217000 	 0.0131000 	 0.0106000 	 0.2436000
7.2000000 	 -1.1500000 	 -1.0000000 	 2.2489000 	 0.0303000 	 0.0730000 	 3.0314000 	 0.0248000 	 0.0125000 	 0.0080000 	 0.0059000 	 0.1364000
7.2000000 	 -1.1500000 	 -0.7500000 	 1.2140000 	 0.0281000 	 0.0513000 	 2.7607000 	 0.0653000 	 0.0100000 	 0.0052000 	 0.0109000 	 0.1454000
7.2000000 	 -1.1500000 	 -0.5000000 	 0.9766000 	 0.0229000 	 0.0353000 	 2.6452000 	 0.0647000 	 0.0084000 	 0.0051000 	 0.0103000 	 0.1264000
7.2000000 	 -1.0250000 	 -4.0000000 	 38.0499000 	 0.0000000 	 0.0000000 	 0.8995000 	 0.0000000 	 0.0065000 	 0.0318000 	 0.0000000 	 0.0509000
7.2000000 	 -1.0250000 	 -3.7500000 	 38.4288000 	 0.0000000 	 0.0000000 	 1.3197000 	 0.0027000 	 0.0127000 	 0.0414000 	 0.0021000 	 0.1475000
7.2000000 	 -1.0250000 	 -3.5000000 	 34.0000000 	 0.0000000 	 0.0000000 	 1.7119000 	 0.0135000 	 0.0240000 	 0.0524000 	 0.0066000 	 0.3890000
7.2000000 	 -1.0250000 	 -3.2500000 	 24.2355000 	 0.0000000 	 0.0050000 	 1.9932000 	 0.0361000 	 0.0428000 	 0.0641000 	 0.0152000 	 0.7431000
7.2000000 	 -1.0250000 	 -3.0000000 	 15.0767000 	 0.0000000 	 0.0197000 	 2.1403000 	 0.0683000 	 0.0696000 	 0.0735000 	 0.0254000 	 1.0309000
7.2000000 	 -1.0250000 	 -2.7500000 	 9.8439000 	 0.0000000 	 0.0581000 	 2.2566000 	 0.1050000 	 0.1017000 	 0.0763000 	 0.0346000 	 1.1895000
7.2000000 	 -1.0250000 	 -2.5000000 	 6.8091000 	 0.0039000 	 0.1293000 	 2.3902000 	 0.1375000 	 0.1287000 	 0.0705000 	 0.0407000 	 1.2078000
7.2000000 	 -1.0250000 	 -2.2500000 	 4.9038000 	 0.0125000 	 0.2175000 	 2.5589000 	 0.1551000 	 0.1360000 	 0.0592000 	 0.0419000 	 1.1012000
7.2000000 	 -1.0250000 	 -2.0000000 	 3.9432000 	 0.0280000 	 0.2776000 	 2.7661000 	 0.1476000 	 0.1169000 	 0.0456000 	 0.0373000 	 0.8985000
7.2000000 	 -1.0250000 	 -1.7500000 	 3.3086000 	 0.0454000 	 0.2744000 	 2.9697000 	 0.1159000 	 0.0827000 	 0.0322000 	 0.0283000 	 0.6492000
7.2000000 	 -1.0250000 	 -1.5000000 	 2.7538000 	 0.0539000 	 0.2196000 	 3.1113000 	 0.0758000 	 0.0506000 	 0.0210000 	 0.0183000 	 0.4161000
7.2000000 	 -1.0250000 	 -1.2500000 	 2.4434000 	 0.0506000 	 0.1521000 	 3.1389000 	 0.0438000 	 0.0290000 	 0.0130000 	 0.0106000 	 0.2438000
7.2000000 	 -1.0250000 	 -1.0000000 	 2.2829000 	 0.0400000 	 0.0959000 	 3.0304000 	 0.0248000 	 0.0167000 	 0.0080000 	 0.0059000 	 0.1364000
7.2000000 	 -1.0250000 	 -0.7500000 	 1.2355000 	 0.0374000 	 0.0681000 	 2.7555000 	 0.0664000 	 0.0135000 	 0.0052000 	 0.0110000 	 0.1470000
7.2000000 	 -1.0250000 	 -0.5000000 	 1.0760000 	 0.0305000 	 0.0469000 	 2.6397000 	 0.0652000 	 0.0113000 	 0.0052000 	 0.0104000 	 0.1273000
7.2000000 	 -0.9000000 	 -4.0000000 	 38.0394000 	 0.0000000 	 0.0000000 	 0.8988000 	 0.0000000 	 0.0087000 	 0.0318000 	 0.0000000 	 0.0508000
7.2000000 	 -0.9000000 	 -3.7500000 	 38.4114000 	 0.0000000 	 0.0000000 	 1.3201000 	 0.0027000 	 0.0169000 	 0.0414000 	 0.0021000 	 0.1476000
7.2000000 	 -0.9000000 	 -3.5000000 	 34.0502000 	 0.0000000 	 0.0000000 	 1.7098000 	 0.0134000 	 0.0319000 	 0.0523000 	 0.0066000 	 0.3879000
7.2000000 	 -0.9000000 	 -3.2500000 	 24.2433000 	 0.0000000 	 0.0066000 	 1.9955000 	 0.0361000 	 0.0571000 	 0.0642000 	 0.0153000 	 0.7440000
7.2000000 	 -0.9000000 	 -3.0000000 	 15.0687000 	 0.0000000 	 0.0259000 	 2.1401000 	 0.0683000 	 0.0927000 	 0.0735000 	 0.0253000 	 1.0304000
7.2000000 	 -0.9000000 	 -2.7500000 	 9.6800000 	 0.0000000 	 0.0765000 	 2.2626000 	 0.1052000 	 0.1358000 	 0.0763000 	 0.0347000 	 1.1926000
7.2000000 	 -0.9000000 	 -2.5000000 	 6.7926000 	 0.0052000 	 0.1703000 	 2.3922000 	 0.1374000 	 0.1716000 	 0.0705000 	 0.0407000 	 1.2082000
7.2000000 	 -0.9000000 	 -2.2500000 	 4.9025000 	 0.0163000 	 0.2867000 	 2.5610000 	 0.1549000 	 0.1812000 	 0.0592000 	 0.0419000 	 1.1014000
7.2000000 	 -0.9000000 	 -2.0000000 	 3.8060000 	 0.0366000 	 0.3668000 	 2.7736000 	 0.1477000 	 0.1564000 	 0.0456000 	 0.0373000 	 0.9000000
7.2000000 	 -0.9000000 	 -1.7500000 	 3.2624000 	 0.0592000 	 0.3619000 	 2.9705000 	 0.1158000 	 0.1107000 	 0.0322000 	 0.0282000 	 0.6490000
7.2000000 	 -0.9000000 	 -1.5000000 	 2.7474000 	 0.0706000 	 0.2896000 	 3.1127000 	 0.0757000 	 0.0680000 	 0.0210000 	 0.0183000 	 0.4160000
7.2000000 	 -0.9000000 	 -1.2500000 	 2.4554000 	 0.0664000 	 0.2002000 	 3.1404000 	 0.0437000 	 0.0390000 	 0.0130000 	 0.0106000 	 0.2438000
7.2000000 	 -0.9000000 	 -1.0000000 	 2.2991000 	 0.0528000 	 0.1263000 	 3.0322000 	 0.0248000 	 0.0223000 	 0.0080000 	 0.0059000 	 0.1364000
7.2000000 	 -0.9000000 	 -0.7500000 	 1.1868000 	 0.0496000 	 0.0899000 	 2.7597000 	 0.0653000 	 0.0178000 	 0.0052000 	 0.0109000 	 0.1454000
7.2000000 	 -0.9000000 	 -0.5000000 	 0.9406000 	 0.0406000 	 0.0623000 	 2.6396000 	 0.0653000 	 0.0151000 	 0.0051000 	 0.0104000 	 0.1275000
7.2000000 	 -0.7750000 	 -4.0000000 	 38.0251000 	 0.0000000 	 0.0000000 	 0.8988000 	 0.0000000 	 0.0116000 	 0.0318000 	 0.0000000 	 0.0508000
7.2000000 	 -0.7750000 	 -3.7500000 	 38.4039000 	 0.0000000 	 0.0000000 	 1.3198000 	 0.0027000 	 0.0225000 	 0.0414000 	 0.0021000 	 0.1474000
7.2000000 	 -0.7750000 	 -3.5000000 	 33.9472000 	 0.0000000 	 0.0012000 	 1.7128000 	 0.0135000 	 0.0427000 	 0.0523000 	 0.0066000 	 0.3892000
7.2000000 	 -0.7750000 	 -3.2500000 	 24.2124000 	 0.0000000 	 0.0088000 	 1.9938000 	 0.0361000 	 0.0761000 	 0.0641000 	 0.0152000 	 0.7428000
7.2000000 	 -0.7750000 	 -3.0000000 	 15.0584000 	 0.0000000 	 0.0340000 	 2.1410000 	 0.0682000 	 0.1235000 	 0.0735000 	 0.0253000 	 1.0302000
7.2000000 	 -0.7750000 	 -2.7500000 	 9.8726000 	 0.0010000 	 0.1003000 	 2.2575000 	 0.1046000 	 0.1803000 	 0.0762000 	 0.0345000 	 1.1883000
7.2000000 	 -0.7750000 	 -2.5000000 	 6.7760000 	 0.0068000 	 0.2235000 	 2.3894000 	 0.1368000 	 0.2280000 	 0.0704000 	 0.0405000 	 1.2053000
7.2000000 	 -0.7750000 	 -2.2500000 	 4.7541000 	 0.0213000 	 0.3780000 	 2.5660000 	 0.1548000 	 0.2416000 	 0.0592000 	 0.0419000 	 1.1024000
7.2000000 	 -0.7750000 	 -2.0000000 	 3.9499000 	 0.0476000 	 0.4827000 	 2.7731000 	 0.1471000 	 0.2088000 	 0.0456000 	 0.0372000 	 0.8988000
7.2000000 	 -0.7750000 	 -1.7500000 	 3.3521000 	 0.0773000 	 0.4771000 	 2.9715000 	 0.1154000 	 0.1484000 	 0.0322000 	 0.0282000 	 0.6484000
7.2000000 	 -0.7750000 	 -1.5000000 	 2.8832000 	 0.0924000 	 0.3818000 	 3.1144000 	 0.0755000 	 0.0914000 	 0.0210000 	 0.0183000 	 0.4160000
7.2000000 	 -0.7750000 	 -1.2500000 	 2.5793000 	 0.0872000 	 0.2637000 	 3.1416000 	 0.0437000 	 0.0525000 	 0.0131000 	 0.0106000 	 0.2439000
7.2000000 	 -0.7750000 	 -1.0000000 	 2.3266000 	 0.0696000 	 0.1663000 	 3.0303000 	 0.0248000 	 0.0300000 	 0.0080000 	 0.0059000 	 0.1364000
7.2000000 	 -0.7750000 	 -0.7500000 	 1.1908000 	 0.0658000 	 0.1189000 	 2.7616000 	 0.0645000 	 0.0237000 	 0.0052000 	 0.0107000 	 0.1440000
7.2000000 	 -0.7750000 	 -0.5000000 	 1.0065000 	 0.0540000 	 0.0826000 	 2.6394000 	 0.0652000 	 0.0202000 	 0.0051000 	 0.0104000 	 0.1273000
7.2000000 	 -0.6500000 	 -4.0000000 	 38.0061000 	 0.0000000 	 0.0000000 	 0.8988000 	 0.0000000 	 0.0155000 	 0.0318000 	 0.0000000 	 0.0508000
7.2000000 	 -0.6500000 	 -3.7500000 	 38.3621000 	 0.0000000 	 0.0000000 	 1.3204000 	 0.0027000 	 0.0300000 	 0.0413000 	 0.0021000 	 0.1476000
7.2000000 	 -0.6500000 	 -3.5000000 	 33.5727000 	 0.0000000 	 0.0016000 	 1.7255000 	 0.0137000 	 0.0575000 	 0.0526000 	 0.0067000 	 0.3951000
7.2000000 	 -0.6500000 	 -3.2500000 	 24.2184000 	 0.0000000 	 0.0116000 	 1.9950000 	 0.0361000 	 0.1015000 	 0.0641000 	 0.0152000 	 0.7432000
7.2000000 	 -0.6500000 	 -3.0000000 	 15.0254000 	 0.0000000 	 0.0448000 	 2.1423000 	 0.0681000 	 0.1646000 	 0.0735000 	 0.0253000 	 1.0305000
7.2000000 	 -0.6500000 	 -2.7500000 	 10.1680000 	 0.0013000 	 0.1316000 	 2.2561000 	 0.1044000 	 0.2398000 	 0.0761000 	 0.0344000 	 1.1864000
7.2000000 	 -0.6500000 	 -2.5000000 	 6.8971000 	 0.0089000 	 0.2944000 	 2.3928000 	 0.1366000 	 0.3036000 	 0.0704000 	 0.0405000 	 1.2058000
7.2000000 	 -0.6500000 	 -2.2500000 	 4.7783000 	 0.0276000 	 0.4974000 	 2.5688000 	 0.1543000 	 0.3220000 	 0.0592000 	 0.0418000 	 1.1022000
7.2000000 	 -0.6500000 	 -2.0000000 	 3.9453000 	 0.0621000 	 0.6363000 	 2.7779000 	 0.1468000 	 0.2794000 	 0.0457000 	 0.0372000 	 0.8994000
7.2000000 	 -0.6500000 	 -1.7500000 	 3.2116000 	 0.1012000 	 0.6304000 	 2.9804000 	 0.1154000 	 0.1998000 	 0.0322000 	 0.0282000 	 0.6494000
7.2000000 	 -0.6500000 	 -1.5000000 	 2.8997000 	 0.1210000 	 0.5034000 	 3.1176000 	 0.0754000 	 0.1231000 	 0.0211000 	 0.0182000 	 0.4160000
7.2000000 	 -0.6500000 	 -1.2500000 	 2.5903000 	 0.1145000 	 0.3479000 	 3.1452000 	 0.0436000 	 0.0708000 	 0.0131000 	 0.0106000 	 0.2441000
7.2000000 	 -0.6500000 	 -1.0000000 	 2.4564000 	 0.0918000 	 0.2195000 	 3.0331000 	 0.0247000 	 0.0404000 	 0.0081000 	 0.0059000 	 0.1366000
7.2000000 	 -0.6500000 	 -0.7500000 	 1.3231000 	 0.0874000 	 0.1575000 	 2.7630000 	 0.0636000 	 0.0316000 	 0.0052000 	 0.0106000 	 0.1426000
7.2000000 	 -0.6500000 	 -0.5000000 	 1.0510000 	 0.0718000 	 0.1091000 	 2.6417000 	 0.0647000 	 0.0268000 	 0.0051000 	 0.0103000 	 0.1266000
7.2000000 	 -0.5250000 	 -4.0000000 	 37.9806000 	 0.0000000 	 0.0000000 	 0.8989000 	 0.0000000 	 0.0205000 	 0.0318000 	 0.0000000 	 0.0507000
7.2000000 	 -0.5250000 	 -3.7500000 	 38.5711000 	 0.0000000 	 0.0000000 	 1.3152000 	 0.0027000 	 0.0396000 	 0.0412000 	 0.0020000 	 0.1451000
7.2000000 	 -0.5250000 	 -3.5000000 	 34.3406000 	 0.0000000 	 0.0030000 	 1.7013000 	 0.0133000 	 0.0750000 	 0.0521000 	 0.0065000 	 0.3826000
7.2000000 	 -0.5250000 	 -3.2500000 	 24.2129000 	 0.0000000 	 0.0154000 	 1.9959000 	 0.0360000 	 0.1352000 	 0.0641000 	 0.0152000 	 0.7430000
7.2000000 	 -0.5250000 	 -3.0000000 	 15.0131000 	 0.0000000 	 0.0589000 	 2.1432000 	 0.0680000 	 0.2192000 	 0.0734000 	 0.0253000 	 1.0302000
7.2000000 	 -0.5250000 	 -2.7500000 	 9.8439000 	 0.0018000 	 0.1734000 	 2.2609000 	 0.1044000 	 0.3198000 	 0.0762000 	 0.0344000 	 1.1882000
7.2000000 	 -0.5250000 	 -2.5000000 	 6.7860000 	 0.0116000 	 0.3883000 	 2.3980000 	 0.1364000 	 0.4044000 	 0.0704000 	 0.0405000 	 1.2072000
7.2000000 	 -0.5250000 	 -2.2500000 	 5.1463000 	 0.0359000 	 0.6540000 	 2.5743000 	 0.1537000 	 0.4291000 	 0.0592000 	 0.0417000 	 1.1025000
7.2000000 	 -0.5250000 	 -2.0000000 	 3.8019000 	 0.0811000 	 0.8383000 	 2.7889000 	 0.1466000 	 0.3746000 	 0.0457000 	 0.0372000 	 0.9012000
7.2000000 	 -0.5250000 	 -1.7500000 	 3.1994000 	 0.1324000 	 0.8317000 	 2.9884000 	 0.1150000 	 0.2686000 	 0.0323000 	 0.0282000 	 0.6501000
7.2000000 	 -0.5250000 	 -1.5000000 	 2.8251000 	 0.1589000 	 0.6656000 	 3.1251000 	 0.0752000 	 0.1662000 	 0.0211000 	 0.0182000 	 0.4164000
7.2000000 	 -0.5250000 	 -1.2500000 	 2.4365000 	 0.1505000 	 0.4593000 	 3.1494000 	 0.0436000 	 0.0956000 	 0.0131000 	 0.0106000 	 0.2441000
7.2000000 	 -0.5250000 	 -1.0000000 	 2.3507000 	 0.1212000 	 0.2898000 	 3.0356000 	 0.0247000 	 0.0545000 	 0.0080000 	 0.0059000 	 0.1367000
7.2000000 	 -0.5250000 	 -0.7500000 	 1.3217000 	 0.1167000 	 0.2097000 	 2.7604000 	 0.0637000 	 0.0426000 	 0.0052000 	 0.0106000 	 0.1431000
7.2000000 	 -0.5250000 	 -0.5000000 	 1.0597000 	 0.0959000 	 0.1448000 	 2.6423000 	 0.0645000 	 0.0356000 	 0.0051000 	 0.0103000 	 0.1265000
7.2000000 	 -0.4000000 	 -4.0000000 	 38.2498000 	 0.0000000 	 0.0000000 	 0.9091000 	 0.0000000 	 0.0277000 	 0.0321000 	 0.0000000 	 0.0515000
7.2000000 	 -0.4000000 	 -3.7500000 	 38.3976000 	 0.0000000 	 0.0000000 	 1.3180000 	 0.0027000 	 0.0531000 	 0.0412000 	 0.0020000 	 0.1463000
7.2000000 	 -0.4000000 	 -3.5000000 	 33.8503000 	 0.0000000 	 0.0041000 	 1.7144000 	 0.0134000 	 0.1009000 	 0.0523000 	 0.0066000 	 0.3892000
7.2000000 	 -0.4000000 	 -3.2500000 	 24.1918000 	 0.0000000 	 0.0203000 	 1.9959000 	 0.0359000 	 0.1800000 	 0.0641000 	 0.0152000 	 0.7425000
